,Loan_Amount,Loan_Tenure_Year,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Years_for_Property_to_Completion,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Unnamed: 0,Credit_Card_Exceed_Months,Employment_Type,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Number_of_Loan_to_Approve,Property_Type,State,Decision,Score,Total_Duration
1318,382075.0,23.0,15.0,4.0,2.0,1.0,10.0,2.0,7353.0,867394.0,19087.0,1318,7,government,yes,normal,4,2,bungalow,Penang,Accept,8,38.0
1319,189774.0,19.0,16.0,4.0,2.0,2.0,10.0,3.0,10468.0,649569.0,17657.0,1319,7,government,no,gold,4,1,bungalow,Penang,Reject,7,35.0
1320,596777.0,16.0,16.0,4.0,3.0,1.0,10.0,1.0,6408.0,1423457.0,15615.0,1320,7,government,yes,normal,4,1,bungalow,Penang,Reject,9,32.0
1321,338180.0,18.0,16.0,4.0,4.0,1.0,10.0,2.0,12316.0,1090645.0,8436.0,1321,7,government,no,normal,4,2,bungalow,Penang,Accept,8,34.0
1322,543164.0,23.0,16.0,4.0,4.0,1.0,11.0,1.0,10217.0,1220179.0,7527.0,1322,7,government,yes,normal,4,2,bungalow,Penang,Accept,6,39.0
1323,539425.0,17.0,16.0,4.0,2.0,1.0,10.0,1.0,12097.0,883551.0,16529.0,1323,7,government,no,gold,4,3,bungalow,Penang,Accept,7,33.0
1324,211980.0,16.0,16.0,4.0,2.0,1.0,10.0,1.0,10013.0,668293.0,11904.0,1324,7,government,yes,platinum,4,1,bungalow,Penang,Accept,8,32.0
1325,313808.0,11.0,16.0,4.0,2.0,1.0,10.0,3.0,5771.0,1213010.0,18866.0,1325,7,government,no,gold,4,2,bungalow,Penang,Accept,8,27.0
1326,584587.0,10.0,15.0,3.0,4.0,1.0,10.0,1.0,6782.0,1104726.0,14545.0,1326,7,government,yes,normal,4,2,bungalow,Penang,Accept,6,25.0
1327,177579.0,21.0,16.0,4.0,2.0,1.0,10.0,1.0,8894.0,1008032.0,16384.0,1327,7,government,no,platinum,4,3,bungalow,Penang,Accept,6,37.0
1328,333565.0,16.0,16.0,4.0,4.0,1.0,10.0,2.0,5389.0,788939.0,13031.0,1328,7,government,yes,gold,4,1,bungalow,Penang,Reject,9,32.0
1329,538263.0,11.0,16.0,3.0,2.0,2.0,10.0,3.0,3850.0,733442.0,17571.0,1329,7,government,no,normal,4,2,bungalow,Penang,Accept,8,27.0
1330,302265.0,22.0,16.0,2.0,4.0,2.0,10.0,3.0,8860.0,618193.0,14217.0,1330,7,government,yes,normal,4,1,bungalow,Penang,Reject,8,38.0
1331,474348.0,17.0,16.0,4.0,4.0,1.0,10.0,3.0,7807.0,1176216.0,15053.0,1331,7,government,no,normal,4,2,bungalow,Penang,Accept,6,33.0
1332,212735.0,22.0,16.0,4.0,4.0,1.0,10.0,2.0,8716.0,576209.0,11186.0,1332,7,government,yes,normal,4,1,bungalow,Penang,Accept,6,38.0
1333,194735.0,20.0,16.0,4.0,4.0,1.0,11.0,2.0,10786.0,1220494.0,10810.0,1333,7,government,no,gold,4,2,bungalow,Penang,Reject,9,36.0
1334,434730.0,20.0,16.0,4.0,2.0,1.0,10.0,3.0,9390.0,1206994.0,14158.0,1334,7,government,yes,normal,4,1,bungalow,Penang,Accept,6,36.0
1335,326762.0,23.0,16.0,4.0,4.0,2.0,10.0,3.0,10236.0,539185.0,14217.0,1335,7,government,no,normal,4,1,bungalow,Penang,Reject,8,39.0
1336,397648.0,11.0,15.0,4.0,4.0,1.0,10.0,1.0,8061.0,1255915.0,17099.0,1336,7,government,yes,gold,4,3,bungalow,Penang,Accept,9,26.0
1337,245529.0,13.0,16.0,4.0,4.0,1.0,10.0,2.0,11983.0,997527.0,11300.0,1337,7,government,no,platinum,4,2,bungalow,Penang,Accept,8,29.0
1338,363919.0,18.0,16.0,3.0,4.0,1.0,10.0,1.0,7732.0,842578.0,9171.0,1338,7,government,yes,normal,4,2,bungalow,Penang,Accept,6,34.0
1339,539425.0,15.0,14.0,4.0,4.0,1.0,10.0,1.0,5052.0,583001.0,14107.0,1339,7,government,no,normal,4,2,bungalow,Penang,Reject,6,29.0
1340,786008.0,20.0,16.0,4.0,2.0,1.0,10.0,2.0,5356.0,1087489.0,13279.0,1340,7,government,yes,normal,4,3,bungalow,Penang,Accept,8,36.0
1341,437992.0,15.0,16.0,4.0,4.0,1.0,10.0,1.0,3768.0,759856.0,13483.0,1341,7,government,no,normal,4,3,bungalow,Penang,Accept,6,31.0
1342,110756.0,22.0,16.0,5.0,2.0,1.0,10.0,1.0,7352.0,859474.0,18176.0,1342,7,government,yes,platinum,4,2,bungalow,Penang,Accept,8,38.0
1343,269629.0,16.0,16.0,4.0,4.0,2.0,10.0,3.0,3961.0,1187129.0,17063.0,1343,7,government,no,normal,4,3,bungalow,Penang,Accept,9,32.0
1344,466015.0,18.0,16.0,4.0,2.0,1.0,10.0,2.0,7022.0,1296275.0,13279.0,1344,7,government,yes,gold,4,3,bungalow,Penang,Accept,8,34.0
1345,549144.0,21.0,16.0,4.0,4.0,1.0,10.0,3.0,8716.0,925710.0,7995.0,1345,7,government,no,normal,4,3,bungalow,Penang,Accept,8,37.0
1346,172716.0,19.0,16.0,2.0,4.0,1.0,10.0,3.0,4014.0,1043928.0,10047.0,1346,7,government,yes,normal,4,2,bungalow,Penang,Accept,8,35.0
1347,102800.0,13.0,15.0,4.0,4.0,1.0,10.0,1.0,8871.0,470961.0,13252.0,1347,7,government,no,platinum,4,3,bungalow,Penang,Accept,6,28.0
1348,420665.0,15.0,16.0,4.0,2.0,1.0,10.0,2.0,9477.0,1013125.0,14120.0,1348,7,government,yes,normal,4,1,bungalow,Penang,Accept,8,31.0
1349,737945.0,18.0,16.0,4.0,4.0,2.0,12.0,2.0,6725.0,1414835.0,8333.0,1349,7,government,no,gold,4,3,bungalow,Penang,Accept,8,34.0
1350,373391.0,24.0,16.0,4.0,2.0,1.0,10.0,1.0,6525.0,665907.0,19096.0,1350,7,government,yes,normal,4,3,bungalow,Penang,Accept,6,40.0
1351,129187.0,16.0,16.0,4.0,3.0,1.0,10.0,3.0,9750.0,562789.0,7628.0,1351,7,government,no,normal,4,1,bungalow,Penang,Accept,8,32.0
1352,178400.0,19.0,15.0,3.0,4.0,1.0,10.0,1.0,10355.0,895316.0,16678.0,1352,7,government,yes,gold,4,1,bungalow,Penang,Accept,6,34.0
1353,551777.0,11.0,16.0,4.0,3.0,2.0,10.0,2.0,8025.0,591575.0,12213.0,1353,7,government,no,platinum,4,3,bungalow,Penang,Accept,9,27.0
1354,790233.0,15.0,13.0,4.0,4.0,1.0,10.0,3.0,9976.0,918331.0,12960.0,1354,7,government,yes,gold,4,3,bungalow,Penang,Accept,9,28.0
1355,262146.0,18.0,16.0,4.0,2.0,3.0,10.0,3.0,6681.0,1146854.0,12264.0,1355,7,government,no,normal,4,3,bungalow,Penang,Reject,7,34.0
1356,478956.0,10.0,16.0,4.0,4.0,1.0,10.0,1.0,9704.0,573444.0,13340.0,1356,7,government,yes,normal,4,1,bungalow,Penang,Reject,7,26.0
1357,313412.0,23.0,14.0,4.0,4.0,3.0,10.0,2.0,6758.0,1096585.0,15686.0,1357,7,government,no,normal,4,1,bungalow,Penang,Reject,9,37.0
1358,573912.0,13.0,16.0,4.0,2.0,1.0,10.0,1.0,5908.0,1093036.0,16551.0,1358,7,government,yes,gold,4,2,bungalow,Penang,Accept,9,29.0
1359,189388.0,18.0,15.0,4.0,2.0,1.0,10.0,2.0,8463.0,1429018.0,11048.0,1359,7,government,no,gold,4,2,bungalow,Penang,Accept,9,33.0
1360,717474.0,20.0,14.0,4.0,4.0,1.0,10.0,3.0,11290.0,701456.0,14207.0,1360,7,government,yes,normal,4,3,bungalow,Penang,Accept,9,34.0
1361,716356.0,12.0,16.0,4.0,4.0,1.0,11.0,1.0,9702.0,732550.0,16728.0,1361,7,government,no,normal,4,3,bungalow,Penang,Accept,8,28.0
1362,754160.0,11.0,14.0,4.0,4.0,1.0,10.0,2.0,8026.0,671084.0,11499.0,1362,7,government,yes,platinum,4,2,bungalow,Penang,Accept,7,25.0
1363,746763.0,17.0,16.0,4.0,2.0,1.0,10.0,1.0,11081.0,1157226.0,11262.0,1363,7,government,no,normal,4,3,bungalow,Penang,Reject,6,33.0
1364,259280.0,14.0,16.0,4.0,4.0,1.0,10.0,2.0,9273.0,1269826.0,9211.0,1364,7,government,yes,platinum,4,2,bungalow,Penang,Accept,7,30.0
1365,567370.0,18.0,16.0,4.0,2.0,1.0,10.0,1.0,8820.0,902339.0,15028.0,1365,7,government,no,normal,4,2,bungalow,Penang,Accept,9,34.0
1366,638726.0,17.0,16.0,3.0,4.0,1.0,10.0,3.0,5958.0,517786.0,15838.0,1366,7,government,yes,normal,4,3,bungalow,Penang,Accept,6,33.0
1367,425848.0,22.0,16.0,4.0,4.0,1.0,10.0,1.0,3795.0,811167.0,12942.0,1367,7,government,no,normal,4,3,bungalow,Penang,Accept,8,38.0
1368,440715.0,20.0,16.0,4.0,4.0,1.0,10.0,1.0,12143.0,1344297.0,10730.0,1368,7,government,yes,normal,4,3,bungalow,Penang,Accept,7,36.0
1369,441742.0,17.0,9.0,4.0,4.0,1.0,11.0,2.0,6367.0,741878.0,15885.0,1369,7,government,no,gold,4,3,bungalow,Penang,Accept,6,26.0
1370,493874.0,13.0,16.0,3.0,4.0,2.0,10.0,1.0,4992.0,1092162.0,12213.0,1370,7,government,yes,normal,4,1,bungalow,Penang,Accept,6,29.0
1371,777723.0,16.0,16.0,4.0,4.0,1.0,10.0,1.0,9011.0,1297723.0,13031.0,1371,7,government,no,normal,4,1,bungalow,Penang,Accept,7,32.0
1372,426265.0,13.0,16.0,4.0,4.0,2.0,11.0,1.0,5641.0,984884.0,7706.0,1372,7,government,yes,normal,4,2,bungalow,Penang,Accept,7,29.0
1373,177683.0,10.0,16.0,4.0,4.0,1.0,10.0,2.0,12252.0,1278932.0,19549.0,1373,7,government,no,gold,4,3,bungalow,Penang,Accept,7,26.0
1374,108342.0,19.0,16.0,4.0,2.0,2.0,10.0,2.0,4429.0,1426795.0,18747.0,1374,7,government,yes,normal,4,2,bungalow,Penang,Accept,7,35.0
1375,182573.0,13.0,13.0,4.0,4.0,3.0,10.0,2.0,5817.0,991441.0,15669.0,1375,7,government,no,normal,4,2,bungalow,Penang,Accept,8,26.0
1376,648553.0,21.0,8.0,4.0,4.0,1.0,10.0,2.0,8562.0,1294951.0,14679.0,1376,7,government,yes,normal,4,2,bungalow,Penang,Accept,7,29.0
1377,334452.0,18.0,16.0,3.0,2.0,2.0,10.0,1.0,8219.0,639491.0,14795.0,1377,7,government,no,gold,4,2,bungalow,Penang,Accept,8,34.0
1378,395470.0,11.0,16.0,3.0,4.0,1.0,10.0,3.0,7930.0,1147998.0,13340.0,1378,7,government,yes,normal,4,3,bungalow,Penang,Accept,9,27.0
1379,492781.0,21.0,14.0,4.0,2.0,1.0,11.0,2.0,5120.0,1364278.0,13312.0,1379,7,government,no,normal,4,3,bungalow,Penang,Accept,9,35.0
1380,699788.0,21.0,16.0,4.0,2.0,1.0,10.0,1.0,8051.0,467783.0,8230.0,1380,7,government,yes,normal,4,3,bungalow,Penang,Accept,8,37.0
1381,715259.0,24.0,16.0,4.0,4.0,1.0,10.0,1.0,6568.0,646005.0,16093.0,1381,7,government,no,normal,4,2,bungalow,Penang,Accept,8,40.0
1382,261615.0,12.0,16.0,3.0,4.0,2.0,10.0,2.0,10601.0,435317.0,15806.0,1382,7,government,yes,normal,4,2,bungalow,Penang,Accept,9,28.0
1383,787629.0,17.0,16.0,4.0,4.0,1.0,10.0,3.0,10789.0,907438.0,13279.0,1383,7,government,no,normal,4,1,bungalow,Penang,Accept,8,33.0
1384,474002.0,19.0,16.0,4.0,2.0,2.0,11.0,1.0,5830.0,692150.0,10458.0,1384,7,government,yes,normal,4,1,bungalow,Penang,Accept,8,35.0
1385,140022.0,21.0,16.0,4.0,4.0,1.0,10.0,3.0,4376.0,1102417.0,12942.0,1385,7,government,no,platinum,4,1,bungalow,Penang,Accept,6,37.0
1386,487994.0,14.0,15.0,4.0,4.0,1.0,11.0,2.0,7881.0,1280516.0,13252.0,1386,7,government,yes,normal,4,3,bungalow,Penang,Reject,9,29.0
1387,615223.0,16.0,16.0,4.0,4.0,1.0,10.0,2.0,5756.0,906211.0,15058.0,1387,7,government,no,platinum,4,2,bungalow,Penang,Accept,8,32.0
1388,449075.0,18.0,16.0,4.0,4.0,1.0,10.0,1.0,9005.0,1413315.0,13279.0,1388,7,government,yes,normal,4,3,bungalow,Penang,Reject,6,34.0
1389,376384.0,16.0,16.0,4.0,4.0,1.0,10.0,2.0,8504.0,1232236.0,13087.0,1389,7,government,no,normal,4,2,bungalow,Penang,Reject,6,32.0
1390,211363.0,19.0,16.0,3.0,4.0,1.0,10.0,1.0,3658.0,1444833.0,10123.0,1390,7,government,yes,gold,4,1,bungalow,Penang,Accept,6,35.0
1391,411149.0,24.0,16.0,4.0,4.0,1.0,10.0,3.0,8051.0,528187.0,7725.0,1391,7,government,no,gold,4,1,bungalow,Penang,Accept,9,40.0
1392,614353.0,22.0,16.0,4.0,2.0,1.0,10.0,2.0,3868.0,1373468.0,18744.0,1392,7,government,yes,normal,4,2,bungalow,Penang,Accept,9,38.0
1393,753237.0,13.0,16.0,4.0,3.0,1.0,10.0,1.0,10169.0,829861.0,12213.0,1393,7,government,no,platinum,4,3,bungalow,Penang,Accept,7,29.0
1394,727035.0,14.0,16.0,4.0,4.0,1.0,10.0,3.0,9273.0,1386933.0,11276.0,1394,7,government,yes,normal,4,1,bungalow,Penang,Accept,6,30.0
1395,698176.0,21.0,16.0,4.0,2.0,1.0,10.0,2.0,8716.0,1064970.0,8480.0,1395,7,government,no,normal,4,1,bungalow,Penang,Reject,6,37.0
1396,584172.0,20.0,15.0,4.0,4.0,1.0,10.0,3.0,3928.0,964007.0,13512.0,1396,7,government,yes,gold,4,2,bungalow,Penang,Accept,9,35.0
1397,239092.0,23.0,16.0,4.0,4.0,1.0,10.0,2.0,5693.0,770079.0,15837.0,1397,7,government,no,normal,4,3,bungalow,Penang,Accept,7,39.0
1398,558489.0,17.0,16.0,4.0,4.0,1.0,10.0,3.0,7973.0,1400273.0,16124.0,1398,7,government,yes,normal,4,1,bungalow,Penang,Accept,6,33.0
1399,358324.0,18.0,16.0,4.0,4.0,1.0,10.0,2.0,8371.0,944502.0,9014.0,1399,7,government,no,platinum,4,3,bungalow,Penang,Accept,7,34.0
1400,399395.0,12.0,17.0,4.0,2.0,1.0,10.0,3.0,8767.0,698797.0,12615.0,1400,3,government,yes,normal,4,1,bungalow,Penang,Accept,9,29.0
1401,404151.0,11.0,17.0,4.0,2.0,1.0,12.0,1.0,12258.0,782865.0,11428.0,1401,3,government,no,normal,4,1,bungalow,Penang,Reject,7,28.0
1402,596585.0,13.0,17.0,4.0,2.0,3.0,12.0,3.0,6721.0,1321427.0,7628.0,1402,3,government,yes,normal,4,2,bungalow,Penang,Reject,7,30.0
1403,185869.0,17.0,17.0,4.0,2.0,1.0,12.0,3.0,6616.0,689358.0,12799.0,1403,3,government,no,normal,4,3,bungalow,Penang,Accept,8,34.0
1404,566603.0,19.0,17.0,4.0,2.0,1.0,12.0,3.0,10073.0,671966.0,10667.0,1404,3,government,yes,normal,4,1,bungalow,Penang,Accept,9,36.0
1405,223036.0,17.0,17.0,4.0,2.0,1.0,12.0,1.0,7279.0,634526.0,12758.0,1405,3,government,no,normal,4,1,bungalow,Penang,Accept,9,34.0
1406,383883.0,11.0,17.0,4.0,2.0,1.0,12.0,1.0,6923.0,1227046.0,17305.0,1406,3,government,yes,normal,4,1,bungalow,Penang,Accept,6,28.0
1407,585377.0,14.0,17.0,4.0,2.0,1.0,12.0,3.0,5949.0,789262.0,13197.0,1407,3,government,no,gold,4,1,bungalow,Penang,Accept,7,31.0
1408,612521.0,19.0,17.0,3.0,2.0,1.0,12.0,3.0,9232.0,979225.0,9342.0,1408,3,government,yes,gold,4,3,bungalow,Penang,Reject,7,36.0
1409,654199.0,20.0,17.0,4.0,2.0,1.0,12.0,2.0,6381.0,714564.0,12799.0,1409,3,government,no,platinum,4,2,bungalow,Penang,Reject,7,37.0
1410,499760.0,16.0,17.0,4.0,2.0,1.0,12.0,3.0,8224.0,1159833.0,14316.0,1410,3,government,yes,platinum,4,3,bungalow,Penang,Accept,6,33.0
1411,378128.0,22.0,17.0,4.0,2.0,1.0,12.0,1.0,4890.0,827107.0,12942.0,1411,3,government,no,normal,4,2,bungalow,Penang,Accept,7,39.0
1412,747631.0,20.0,17.0,4.0,2.0,1.0,12.0,1.0,6404.0,868918.0,9725.0,1412,3,government,yes,gold,4,3,bungalow,Penang,Accept,9,37.0
1413,492487.0,20.0,17.0,4.0,2.0,1.0,12.0,2.0,4924.0,819543.0,12849.0,1413,3,government,no,normal,4,1,bungalow,Penang,Accept,6,37.0
1414,231828.0,16.0,17.0,4.0,2.0,1.0,12.0,2.0,4917.0,746487.0,11601.0,1414,3,government,yes,normal,4,3,bungalow,Penang,Accept,6,33.0
1415,399395.0,18.0,15.0,4.0,2.0,1.0,12.0,3.0,7227.0,749186.0,17093.0,1415,3,government,no,normal,4,2,bungalow,Penang,Accept,6,33.0
1416,652373.0,24.0,15.0,4.0,2.0,1.0,12.0,2.0,6755.0,807838.0,17146.0,1416,3,government,yes,gold,4,2,bungalow,Penang,Accept,9,39.0
1417,361906.0,14.0,17.0,4.0,2.0,1.0,12.0,2.0,6787.0,919803.0,9885.0,1417,3,government,no,normal,4,1,bungalow,Penang,Accept,6,31.0
1418,660258.0,21.0,17.0,4.0,2.0,1.0,12.0,3.0,3908.0,818889.0,12955.0,1418,3,government,yes,normal,4,2,bungalow,Penang,Accept,8,38.0
1419,492972.0,17.0,17.0,4.0,2.0,1.0,12.0,1.0,5655.0,1280122.0,12702.0,1419,3,government,no,gold,4,3,bungalow,Penang,Reject,6,34.0
1420,782887.0,14.0,17.0,4.0,2.0,1.0,10.0,1.0,8446.0,1340449.0,11229.0,1420,3,government,yes,normal,4,1,bungalow,Penang,Reject,8,31.0
1421,526524.0,23.0,17.0,4.0,2.0,1.0,12.0,1.0,9404.0,1426885.0,15305.0,1421,3,government,no,normal,4,2,bungalow,Penang,Accept,6,40.0
1422,691079.0,16.0,17.0,4.0,2.0,1.0,12.0,1.0,8036.0,1049402.0,14580.0,1422,3,government,yes,normal,4,3,bungalow,Penang,Accept,7,33.0
1423,436407.0,10.0,14.0,4.0,2.0,1.0,12.0,3.0,5590.0,1264472.0,11499.0,1423,3,government,no,normal,4,3,bungalow,Penang,Accept,7,24.0
1424,406197.0,18.0,8.0,4.0,2.0,2.0,10.0,1.0,8084.0,512816.0,13049.0,1424,3,government,yes,gold,4,3,bungalow,Penang,Accept,7,26.0
1425,597473.0,21.0,17.0,4.0,2.0,1.0,12.0,1.0,4761.0,805134.0,16058.0,1425,3,government,no,normal,4,3,bungalow,Penang,Reject,7,38.0
1426,190252.0,15.0,17.0,3.0,2.0,1.0,12.0,3.0,9354.0,962681.0,12792.0,1426,3,government,yes,gold,4,3,bungalow,Penang,Accept,6,32.0
1427,695145.0,21.0,17.0,3.0,2.0,1.0,12.0,2.0,4245.0,853186.0,16220.0,1427,3,government,no,normal,4,2,bungalow,Penang,Accept,8,38.0
1428,408299.0,16.0,17.0,4.0,2.0,1.0,10.0,3.0,8716.0,1082358.0,19008.0,1428,3,government,yes,normal,4,1,bungalow,Penang,Accept,6,33.0
1429,435052.0,13.0,16.0,4.0,2.0,1.0,12.0,1.0,8025.0,486528.0,15370.0,1429,3,government,no,normal,4,2,bungalow,Penang,Accept,9,29.0
1430,188901.0,21.0,17.0,4.0,2.0,1.0,11.0,3.0,10623.0,1148589.0,12942.0,1430,3,government,yes,normal,4,3,bungalow,Penang,Reject,8,38.0
1431,757638.0,14.0,17.0,4.0,2.0,1.0,12.0,2.0,6723.0,1035895.0,17533.0,1431,3,government,no,normal,4,1,bungalow,Penang,Accept,6,31.0
1432,241562.0,11.0,17.0,4.0,2.0,2.0,12.0,1.0,11537.0,1197420.0,18188.0,1432,3,government,yes,normal,4,1,bungalow,Penang,Reject,6,28.0
1433,484811.0,18.0,17.0,4.0,2.0,1.0,11.0,1.0,6834.0,972994.0,18358.0,1433,3,government,no,gold,4,3,bungalow,Penang,Reject,7,35.0
1434,453382.0,20.0,17.0,4.0,2.0,2.0,12.0,1.0,12340.0,990920.0,12736.0,1434,3,government,yes,gold,4,2,bungalow,Penang,Accept,9,37.0
1435,447248.0,20.0,17.0,4.0,2.0,1.0,12.0,1.0,6458.0,611847.0,12799.0,1435,3,government,no,normal,4,2,bungalow,Penang,Accept,9,37.0
1436,378050.0,13.0,13.0,4.0,2.0,1.0,12.0,1.0,10369.0,680224.0,13252.0,1436,3,government,yes,gold,4,3,bungalow,Penang,Accept,6,26.0
1437,125443.0,20.0,17.0,4.0,2.0,1.0,12.0,1.0,8763.0,1373236.0,9257.0,1437,3,government,no,normal,4,2,bungalow,Penang,Reject,6,37.0
1438,662767.0,14.0,17.0,4.0,2.0,1.0,11.0,1.0,8156.0,965238.0,19079.0,1438,3,government,yes,normal,4,2,bungalow,Penang,Reject,7,31.0
1439,716865.0,24.0,12.0,4.0,2.0,1.0,12.0,1.0,7434.0,1012782.0,17654.0,1439,3,government,no,normal,4,1,bungalow,Penang,Accept,9,36.0
1440,516713.0,18.0,17.0,4.0,2.0,1.0,12.0,3.0,11144.0,1314618.0,15239.0,1440,3,government,yes,gold,4,2,bungalow,Penang,Accept,9,35.0
1441,277078.0,19.0,15.0,4.0,2.0,2.0,12.0,3.0,4927.0,1287403.0,19907.0,1441,3,government,no,normal,4,3,bungalow,Penang,Accept,7,34.0
1442,375457.0,19.0,15.0,4.0,2.0,1.0,12.0,1.0,8036.0,844223.0,15888.0,1442,3,government,yes,gold,4,2,bungalow,Penang,Accept,6,34.0
1443,368259.0,20.0,17.0,3.0,2.0,1.0,10.0,3.0,11848.0,893962.0,14796.0,1443,3,government,no,normal,4,2,bungalow,Penang,Accept,8,37.0
1444,407972.0,23.0,17.0,4.0,2.0,1.0,12.0,2.0,10294.0,726743.0,14569.0,1444,3,government,yes,normal,4,1,bungalow,Penang,Accept,7,40.0
1445,702807.0,14.0,17.0,4.0,2.0,1.0,12.0,1.0,5202.0,866145.0,12420.0,1445,3,government,no,normal,4,2,bungalow,Penang,Accept,9,31.0
1446,283034.0,13.0,17.0,4.0,2.0,2.0,12.0,1.0,4097.0,776787.0,11446.0,1446,3,government,yes,gold,4,3,bungalow,Penang,Accept,6,30.0
1447,767788.0,20.0,15.0,4.0,2.0,2.0,12.0,2.0,9499.0,1214974.0,19544.0,1447,3,government,no,normal,4,2,bungalow,Penang,Accept,6,35.0
1448,150182.0,22.0,17.0,4.0,2.0,1.0,12.0,1.0,5490.0,783200.0,17109.0,1448,3,government,yes,gold,4,3,bungalow,Penang,Accept,6,39.0
1449,490911.0,15.0,17.0,4.0,2.0,1.0,12.0,1.0,11193.0,802147.0,8603.0,1449,3,government,no,platinum,4,1,bungalow,Penang,Accept,8,32.0
1450,107627.0,20.0,17.0,4.0,2.0,1.0,12.0,2.0,8365.0,634893.0,12765.0,1450,3,government,yes,gold,4,1,bungalow,Penang,Accept,8,37.0
1451,513917.0,20.0,17.0,4.0,2.0,1.0,12.0,2.0,6687.0,609135.0,11904.0,1451,3,government,no,normal,4,1,bungalow,Penang,Accept,6,37.0
1452,723797.0,15.0,15.0,3.0,2.0,1.0,12.0,1.0,7874.0,545357.0,16207.0,1452,3,government,yes,gold,4,3,bungalow,Penang,Reject,9,30.0
1453,409125.0,12.0,14.0,4.0,2.0,2.0,12.0,3.0,8516.0,645280.0,18956.0,1453,3,government,no,normal,4,3,bungalow,Penang,Accept,6,26.0
1454,226114.0,11.0,15.0,4.0,2.0,1.0,10.0,3.0,7939.0,1257450.0,18763.0,1454,3,government,yes,normal,4,3,bungalow,Penang,Accept,6,26.0
1455,396399.0,23.0,17.0,4.0,2.0,1.0,12.0,1.0,7984.0,1288946.0,13904.0,1455,3,government,no,normal,4,1,bungalow,Penang,Accept,8,40.0
1456,567434.0,15.0,17.0,3.0,2.0,1.0,10.0,1.0,6896.0,1182897.0,11229.0,1456,3,government,yes,normal,4,2,bungalow,Penang,Accept,8,32.0
1457,768380.0,24.0,17.0,4.0,2.0,1.0,12.0,1.0,6296.0,1013701.0,12038.0,1457,3,government,no,gold,4,2,bungalow,Penang,Reject,6,41.0
1458,503491.0,20.0,17.0,4.0,2.0,2.0,12.0,1.0,4609.0,969615.0,15686.0,1458,3,government,yes,gold,4,3,bungalow,Penang,Accept,8,37.0
1459,606221.0,16.0,17.0,4.0,2.0,1.0,12.0,1.0,10303.0,1200981.0,7843.0,1459,3,government,no,normal,4,1,bungalow,Penang,Reject,9,33.0
1460,491441.0,14.0,15.0,3.0,2.0,1.0,12.0,1.0,11241.0,1111210.0,14049.0,1460,3,government,yes,normal,4,2,bungalow,Penang,Accept,8,29.0
1461,391620.0,21.0,17.0,4.0,2.0,3.0,12.0,2.0,12217.0,583512.0,12051.0,1461,3,government,no,normal,4,1,bungalow,Penang,Accept,8,38.0
1462,425090.0,22.0,17.0,3.0,2.0,1.0,12.0,3.0,11096.0,925153.0,15207.0,1462,3,government,yes,normal,4,2,bungalow,Penang,Accept,6,39.0
1463,529595.0,24.0,12.0,4.0,2.0,2.0,12.0,1.0,8698.0,871267.0,13770.0,1463,3,government,no,gold,4,2,bungalow,Penang,Accept,6,36.0
1464,572995.0,22.0,13.0,4.0,2.0,1.0,12.0,2.0,8300.0,454533.0,11510.0,1464,3,government,yes,normal,4,3,bungalow,Penang,Accept,7,35.0
1465,601950.0,10.0,15.0,3.0,2.0,1.0,12.0,3.0,9411.0,634942.0,10728.0,1465,3,government,no,normal,4,1,bungalow,Penang,Reject,9,25.0
1466,545375.0,19.0,17.0,4.0,2.0,1.0,12.0,1.0,9248.0,821453.0,15253.0,1466,3,government,yes,normal,4,2,bungalow,Penang,Accept,7,36.0
1467,647360.0,19.0,17.0,4.0,2.0,1.0,12.0,3.0,5224.0,665255.0,18605.0,1467,3,government,no,normal,4,3,bungalow,Penang,Accept,8,36.0
1468,482746.0,13.0,17.0,4.0,2.0,1.0,10.0,1.0,7227.0,511497.0,18976.0,1468,3,government,yes,normal,4,2,bungalow,Penang,Accept,6,30.0
1469,492516.0,21.0,17.0,4.0,2.0,1.0,11.0,2.0,11667.0,1409473.0,16292.0,1469,3,government,no,normal,4,2,bungalow,Penang,Accept,6,38.0
1470,399417.0,12.0,17.0,4.0,2.0,1.0,12.0,1.0,6148.0,1017340.0,14095.0,1470,3,government,yes,gold,4,2,bungalow,Penang,Accept,8,29.0
1471,732241.0,17.0,17.0,4.0,2.0,2.0,12.0,1.0,8973.0,1137067.0,15644.0,1471,3,government,no,gold,4,3,bungalow,Penang,Accept,9,34.0
1472,302146.0,17.0,17.0,4.0,2.0,1.0,12.0,1.0,6848.0,912795.0,13914.0,1472,3,government,yes,gold,4,1,bungalow,Penang,Accept,7,34.0
1473,430741.0,17.0,17.0,4.0,2.0,1.0,12.0,2.0,5918.0,613075.0,9623.0,1473,3,government,no,normal,4,1,bungalow,Penang,Accept,9,34.0
1474,224034.0,12.0,11.0,4.0,2.0,1.0,12.0,2.0,4292.0,1381992.0,13042.0,1474,3,government,yes,platinum,4,1,bungalow,Penang,Accept,9,23.0
1475,798969.0,10.0,17.0,4.0,3.0,1.0,12.0,3.0,6286.0,458843.0,12213.0,1475,3,government,no,normal,4,1,bungalow,Penang,Accept,6,27.0
