,Unnamed: 0,Loan_Amount,Loan_Tenure_Year,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Years_for_Property_to_Completion,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Unnamed: 0.1,Credit_Card_Exceed_Months,Employment_Type,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Number_of_Loan_to_Approve,Property_Type,State,Score,Total_Duration,Decision
1787,1787,1,5,13,1,0,0,3,2,2,1,2,1787,6,2,0,1,4,1,3,2,1,766,0
1788,1788,2,5,13,1,0,1,0,0,1,1,2,1788,6,2,1,1,4,1,3,2,3,766,0
1789,1789,0,2,6,1,0,0,0,2,2,1,0,1789,6,2,0,1,4,2,3,2,1,85,1
1790,1790,0,3,13,1,0,0,3,2,0,2,2,1790,6,2,1,1,4,1,3,2,1,580,0
1791,1791,0,11,10,1,0,1,3,1,2,2,1,1791,6,2,0,1,4,0,3,2,3,970,0
1792,1792,2,14,10,2,0,0,3,2,1,2,1,1792,6,2,1,1,4,0,3,2,1,1083,0
1793,1793,2,13,13,1,0,0,3,1,2,1,2,1793,6,2,0,1,4,1,3,2,3,1101,1
1794,1794,0,0,10,1,0,1,3,2,0,0,1,1794,6,2,1,0,4,2,3,2,0,145,0
1795,1795,2,10,13,1,0,0,3,2,1,0,0,1795,6,2,0,0,4,1,3,2,2,1058,0
1796,1796,0,7,13,1,0,0,3,0,0,0,1,1796,6,2,1,1,4,1,3,2,0,922,0
1797,1797,2,5,13,1,0,1,3,0,2,1,0,1797,6,2,0,1,4,2,3,2,3,766,0
1798,1798,0,2,10,1,0,0,3,0,2,1,0,1798,6,2,1,1,4,0,3,2,2,261,0
1799,1799,0,9,13,1,0,0,3,1,1,0,2,1799,6,2,0,0,4,1,3,2,0,1014,0
1800,1800,2,6,14,3,0,3,0,2,0,0,2,1800,4,0,1,0,4,0,3,3,3,922,0
1801,1801,1,2,9,3,0,3,0,0,0,2,0,1801,4,0,0,1,4,2,3,3,0,202,0
1802,1802,1,9,9,3,0,3,0,0,0,2,1,1802,4,0,1,0,4,0,3,3,3,766,0
1803,1803,1,10,10,3,0,1,0,2,1,2,0,1803,4,0,0,1,4,2,3,3,2,922,0
1804,1804,0,10,14,3,0,3,1,1,2,1,0,1804,4,0,1,2,4,0,3,3,1,1083,0
1805,1805,1,8,14,3,0,3,0,1,1,1,0,1805,4,0,0,1,4,0,3,3,2,1014,0
1806,1806,0,2,14,1,0,3,0,0,0,2,2,1806,4,0,1,1,4,1,3,3,2,580,0
1807,1807,0,13,14,3,0,3,1,2,0,1,1,1807,4,0,0,1,4,0,3,3,2,1106,0
1808,1808,2,7,14,2,0,1,0,2,0,2,1,1808,4,0,1,1,4,2,3,3,2,970,0
1809,1809,2,5,14,3,0,3,0,2,0,0,0,1809,4,0,0,0,4,1,3,3,1,856,0
1810,1810,1,10,14,3,0,3,0,0,0,2,0,1810,4,0,1,1,4,2,3,3,3,1083,0
1811,1811,0,3,14,3,1,3,0,0,2,1,0,1811,4,0,0,1,4,1,3,3,0,676,0
1812,1812,1,9,8,3,0,3,0,0,0,0,1,1812,4,0,1,1,4,2,3,3,0,676,1
1813,1813,1,4,9,2,0,3,0,0,1,0,1,1813,4,0,0,1,4,1,3,3,0,320,0
1814,1814,2,8,14,3,0,3,0,1,0,1,0,1814,4,0,1,1,4,1,3,3,1,1014,0
1815,1815,0,11,14,2,0,3,0,2,1,2,0,1815,4,0,0,1,4,1,3,3,2,1094,0
1816,1816,1,10,14,3,0,3,0,0,2,0,0,1816,4,0,1,1,4,1,3,3,0,1083,0
1817,1817,1,10,14,2,0,0,0,2,0,0,2,1817,4,0,0,1,4,0,3,3,3,1083,0
1818,1818,0,13,3,3,0,3,0,1,1,0,1,1818,4,0,1,0,4,0,3,3,1,580,1
1819,1819,1,9,10,3,0,1,0,0,1,2,1,1819,4,0,0,1,4,1,3,3,3,856,0
1820,1820,0,5,14,1,0,1,0,2,2,1,1,1820,4,0,1,0,4,2,3,3,1,856,0
1821,1821,0,10,14,3,0,1,0,0,1,0,1,1821,4,0,0,1,4,2,3,3,2,1083,0
1822,1822,0,6,14,3,0,1,0,0,0,0,2,1822,4,0,1,1,4,2,3,3,0,922,0
1823,1823,1,9,14,3,0,3,0,0,1,2,0,1823,4,0,0,0,4,0,3,3,0,1058,1
1824,1824,0,12,14,3,0,3,0,2,0,1,0,1824,4,0,1,1,4,1,3,3,1,1101,0
1825,1825,0,0,10,3,0,3,0,1,0,0,1,1825,4,0,0,0,4,0,3,3,1,145,0
1826,1826,0,8,14,3,0,1,0,2,0,1,1,1826,4,0,1,1,4,0,3,3,1,1014,1
1827,1827,0,8,14,3,0,3,0,1,1,0,1,1827,4,0,0,1,4,1,3,3,1,1014,1
1828,1828,2,8,14,1,0,3,0,2,1,0,2,1828,4,0,1,1,4,0,3,3,0,1014,1
1829,1829,2,5,14,3,0,3,0,0,0,1,1,1829,4,0,0,2,4,0,3,3,2,856,0
1830,1830,0,14,11,2,0,3,0,0,0,1,1,1830,4,0,1,1,4,0,3,3,2,1094,0
1831,1831,0,12,4,2,0,3,0,0,1,1,2,1831,4,0,0,1,4,2,3,3,2,580,1
1832,1832,1,11,14,3,0,3,0,2,0,1,0,1832,4,0,1,2,4,2,3,3,3,1094,0
1833,1833,0,1,14,3,0,1,0,1,2,0,0,1833,4,0,0,0,4,2,3,3,3,506,0
1834,1834,0,13,3,1,0,0,0,1,1,0,0,1834,4,0,1,0,4,1,3,3,3,580,0
1835,1835,2,10,14,3,0,3,0,0,2,0,1,1835,4,0,0,2,4,0,3,3,2,1083,0
1836,1836,2,8,14,3,0,3,0,0,0,0,1,1836,4,0,1,0,4,2,3,3,0,1014,0
1837,1837,0,2,14,3,0,3,0,1,0,2,2,1837,4,0,0,1,4,0,3,3,3,580,0
1838,1838,0,11,14,3,0,3,0,0,0,2,1,1838,4,0,1,0,4,1,3,3,2,1094,1
1839,1839,0,2,14,1,0,3,0,2,2,0,1,1839,4,0,0,2,4,0,3,3,2,580,0
1840,1840,2,10,9,3,0,3,0,0,0,0,1,1840,4,0,1,1,4,0,3,3,2,856,0
1841,1841,0,5,14,3,0,3,0,0,0,1,0,1841,4,0,0,1,4,2,3,3,3,856,0
1842,1842,0,2,14,1,0,3,0,2,1,0,2,1842,4,0,1,2,4,2,3,3,3,580,0
1843,1843,1,5,14,1,0,3,0,2,0,1,2,1843,4,0,0,1,4,1,3,3,3,856,0
1844,1844,1,7,10,3,0,0,0,1,0,0,0,1844,4,0,1,0,4,1,3,3,0,676,0
1845,1845,1,13,14,3,0,3,0,1,2,1,1,1845,4,0,0,0,4,2,3,3,3,1106,1
1846,1846,0,3,14,3,0,3,1,1,2,2,1,1846,4,0,1,1,4,0,3,3,3,676,1
1847,1847,0,4,14,3,0,3,0,2,1,2,0,1847,4,0,0,1,4,1,3,3,3,766,0
1848,1848,1,7,14,3,0,3,0,2,1,0,2,1848,4,0,1,1,4,1,3,3,3,970,0
1849,1849,0,14,10,3,0,1,0,0,2,1,1,1849,4,0,0,1,4,0,3,3,2,1083,1
1850,1850,0,7,10,1,0,1,0,2,0,1,1,1850,4,0,1,1,4,2,3,3,2,676,0
1851,1851,2,1,14,3,0,3,0,1,0,1,0,1851,4,0,0,1,4,2,3,3,3,506,0
1852,1852,2,11,14,2,0,0,0,1,2,0,0,1852,4,0,1,1,4,1,3,3,3,1094,0
1853,1853,0,1,14,3,1,3,0,0,2,2,0,1853,4,0,0,0,4,1,3,3,2,506,1
1854,1854,0,4,14,3,0,3,1,0,1,0,0,1854,4,0,1,1,4,0,3,3,1,766,0
1855,1855,0,4,14,3,0,0,0,0,0,2,2,1855,4,0,0,0,4,0,3,3,2,766,0
1856,1856,0,14,14,3,0,2,0,0,0,2,0,1856,4,0,1,1,4,1,3,3,1,1107,0
1857,1857,0,5,14,3,0,3,0,0,0,2,2,1857,4,0,0,2,4,2,3,3,2,856,0
1858,1858,0,9,14,3,0,3,0,2,1,2,0,1858,4,0,1,1,4,2,3,3,1,1058,0
1859,1859,2,1,14,3,0,3,0,0,1,2,0,1859,4,0,0,1,4,0,3,3,3,506,0
1860,1860,2,6,14,3,0,3,0,2,0,0,0,1860,4,0,1,0,4,2,3,3,1,922,0
1861,1861,2,2,1,2,0,0,0,1,0,0,2,1861,4,0,0,0,4,2,3,3,0,10,0
1862,1862,1,12,14,1,0,3,1,2,0,0,1,1862,4,0,1,1,4,2,3,3,1,1101,1
1863,1863,0,11,14,3,0,1,0,0,1,0,2,1863,4,0,0,0,4,0,3,3,0,1094,0
1864,1864,1,9,14,3,0,3,0,1,1,2,0,1864,4,0,1,0,4,0,3,3,0,1058,0
1865,1865,1,8,8,1,0,3,0,1,0,0,0,1865,4,0,0,1,4,0,3,3,1,580,1
1866,1866,2,12,14,3,0,3,0,0,2,0,2,1866,4,0,1,1,4,2,3,3,3,1101,0
1867,1867,2,14,14,2,0,3,0,2,0,2,2,1867,4,0,0,1,4,1,3,3,1,1107,0
1868,1868,0,12,14,2,0,3,0,0,0,2,1,1868,4,0,1,1,4,0,3,3,3,1101,1
1869,1869,2,10,8,3,0,3,0,1,0,2,1,1869,4,0,0,1,4,2,3,3,1,766,0
1870,1870,2,12,10,3,0,3,0,0,0,2,0,1870,4,0,1,1,4,1,3,3,1,1014,0
1871,1871,0,4,14,3,0,3,0,2,1,0,0,1871,4,0,0,0,4,2,3,3,1,766,1
1872,1872,2,0,9,3,0,3,0,1,0,0,2,1872,4,0,1,0,4,1,3,3,3,107,0
1873,1873,1,7,6,1,0,3,0,1,0,2,1,1873,4,0,0,0,4,0,3,3,0,320,0
1874,1874,1,1,14,1,0,1,2,0,2,1,2,1874,4,0,1,1,4,0,3,3,3,506,0
1875,1875,0,11,14,3,0,3,0,2,1,2,1,1875,4,0,0,1,4,0,3,3,1,1094,0
1876,1876,0,10,11,3,0,3,0,0,2,0,2,1876,4,0,1,2,4,1,3,3,3,970,0
1877,1877,0,0,14,1,0,3,0,0,0,1,1,1877,4,0,0,0,4,1,3,3,1,419,0
1878,1878,0,10,10,3,0,1,0,0,0,0,2,1878,4,0,1,0,4,0,3,3,2,922,0
1879,1879,0,2,14,3,0,3,0,0,0,2,1,1879,4,0,0,1,4,0,3,3,1,580,0
1880,1880,1,2,14,3,0,3,0,1,2,2,2,1880,4,0,1,1,4,2,3,3,1,580,0
1881,1881,2,1,14,3,0,3,0,1,0,2,2,1881,4,0,0,1,4,2,3,3,0,506,0
1882,1882,0,8,14,3,0,3,0,0,0,0,1,1882,4,0,1,1,4,2,3,3,1,1014,1
1883,1883,0,4,10,1,0,3,1,0,0,2,1,1883,4,0,0,2,4,1,3,3,0,419,1
1884,1884,1,8,14,3,0,3,0,0,1,1,2,1884,4,0,1,1,4,0,3,3,3,1014,0
1885,1885,0,5,14,1,0,3,0,1,0,0,2,1885,4,0,0,1,4,2,3,3,0,856,0
1886,1886,2,7,14,2,0,3,0,0,2,0,2,1886,4,0,1,0,4,2,3,3,3,970,0
1887,1887,0,12,14,2,0,0,1,0,0,2,0,1887,4,0,0,2,4,0,3,3,3,1101,0
1888,1888,2,14,11,1,0,0,0,2,0,1,0,1888,4,0,1,1,4,2,3,3,1,1094,0
1889,1889,0,10,14,3,0,3,0,1,2,0,1,1889,4,0,0,0,4,1,3,3,2,1083,1
1890,1890,2,10,14,3,0,3,1,0,2,2,0,1890,4,0,1,1,4,1,3,3,2,1083,1
1891,1891,0,11,9,3,0,3,0,1,0,1,0,1891,4,0,0,0,4,0,3,3,3,922,0
1892,1892,1,6,5,3,0,0,1,1,1,0,2,1892,4,0,1,1,4,0,3,3,1,202,1
1893,1893,1,11,14,2,0,3,0,2,1,1,0,1893,4,0,0,1,4,1,3,3,0,1094,1
1894,1894,0,2,14,1,0,1,0,2,2,1,0,1894,4,0,1,0,4,2,3,3,2,580,0
1895,1895,0,2,14,3,0,3,0,0,0,0,2,1895,4,0,0,1,4,0,3,3,0,580,0
1896,1896,0,0,11,3,0,3,0,1,0,1,0,1896,4,0,1,1,4,0,3,3,0,202,1
1897,1897,0,14,14,3,0,3,0,0,0,1,0,1897,4,0,0,0,4,0,3,3,2,1107,0
1898,1898,0,14,10,3,0,3,0,0,1,1,2,1898,4,0,1,1,4,1,3,3,3,1083,0
1899,1899,0,11,14,3,0,1,0,2,0,1,0,1899,4,0,0,2,4,2,3,3,0,1094,0
1900,1900,1,9,14,4,3,1,0,2,0,2,0,1900,6,0,1,1,4,1,1,6,3,1058,0
1901,1901,1,10,14,4,3,3,0,0,0,1,0,1901,6,0,0,1,4,1,1,6,0,1083,1
1902,1902,1,3,14,1,3,3,0,1,0,1,0,1902,6,0,1,1,4,0,1,6,0,676,0
1903,1903,0,9,10,4,3,3,0,0,1,2,2,1903,6,0,0,1,4,1,1,6,3,856,0
1904,1904,2,2,14,4,1,3,0,1,2,1,2,1904,6,0,1,0,4,0,1,6,0,580,0
1905,1905,1,10,10,4,3,1,2,2,2,0,0,1905,6,0,0,0,4,1,1,6,2,922,0
1906,1906,0,8,10,4,3,1,0,0,2,2,2,1906,6,0,1,0,4,1,1,6,0,766,0
1907,1907,1,12,14,4,0,3,0,0,2,1,1,1907,6,0,0,1,4,0,1,6,1,1101,0
1908,1908,2,4,10,4,3,3,0,0,1,1,0,1908,6,0,1,1,4,2,1,6,1,419,0
1909,1909,1,4,14,4,0,3,0,1,1,1,0,1909,6,0,0,0,4,2,1,6,1,766,1
1910,1910,1,1,14,4,3,3,0,1,1,1,0,1910,6,0,1,0,4,1,1,6,0,506,0
1911,1911,0,4,14,4,0,3,0,1,2,1,0,1911,6,0,0,1,4,2,1,6,0,766,0
1912,1912,2,6,14,2,3,3,0,1,2,0,0,1912,6,0,1,1,4,0,1,6,3,922,0
1913,1913,1,4,14,4,3,3,0,0,0,1,1,1913,6,0,0,1,4,2,1,6,1,766,0
1914,1914,0,4,14,1,3,3,0,0,1,0,0,1914,6,0,1,0,4,1,1,6,2,766,0
1915,1915,0,5,10,1,3,1,0,0,1,1,1,1915,6,0,0,0,4,2,1,6,1,506,0
1916,1916,0,7,14,2,3,3,0,0,2,2,1,1916,6,0,1,0,4,2,1,6,1,970,0
1917,1917,0,8,14,4,3,3,0,1,2,1,2,1917,6,0,0,1,4,0,1,6,2,1014,0
1918,1918,0,10,14,4,0,3,0,1,0,0,1,1918,6,0,1,1,4,1,1,6,2,1083,0
1919,1919,0,8,14,4,3,3,0,0,1,1,0,1919,6,0,0,1,4,2,1,6,3,1014,0
1920,1920,0,12,14,4,3,0,0,0,2,1,2,1920,6,0,1,1,4,0,1,5,3,1101,0
1921,1921,0,3,7,4,3,3,0,0,2,0,0,1921,6,0,0,1,4,0,1,5,3,145,0
1922,1922,2,9,10,4,3,3,0,0,2,2,0,1922,6,0,1,0,4,2,1,5,1,856,1
1923,1923,1,10,10,4,1,3,0,2,2,0,0,1923,6,0,0,1,4,2,1,5,1,922,1
1924,1924,1,10,14,4,3,0,0,0,0,1,2,1924,6,0,1,1,4,0,1,5,0,1083,0
1925,1925,2,9,10,4,3,3,0,2,1,1,2,1925,6,0,0,1,4,1,1,5,2,856,0
1926,1926,0,10,14,4,3,3,0,0,1,0,1,1926,6,0,1,1,4,0,1,5,1,1083,0
1927,1927,0,9,10,4,3,3,0,0,2,0,1,1927,6,0,0,1,4,2,1,5,2,856,0
1928,1928,0,9,10,4,0,3,0,0,0,2,1,1928,6,0,1,0,4,2,1,5,1,856,0
1929,1929,0,8,14,4,3,3,0,2,2,0,2,1929,6,0,0,1,4,0,1,5,3,1014,1
1930,1930,0,14,3,4,3,0,1,2,0,2,0,1930,6,0,1,1,4,2,1,5,3,676,0
1931,1931,0,4,14,4,0,0,0,0,0,2,1,1931,6,0,0,1,4,1,1,5,2,766,0
1932,1932,1,11,14,2,0,0,0,0,2,1,0,1932,6,0,1,0,4,1,1,5,0,1094,0
1933,1933,2,6,14,1,0,3,0,1,1,2,2,1933,6,0,0,2,4,1,1,5,3,922,0
1934,1934,1,5,14,4,0,3,0,2,1,1,0,1934,6,0,1,1,4,0,1,5,1,856,1
1935,1935,2,5,14,4,0,3,0,0,1,2,0,1935,6,0,0,1,4,2,1,5,2,856,0
1936,1936,2,0,14,1,0,3,0,2,2,0,1,1936,6,0,1,0,4,1,1,5,3,419,0
1937,1937,2,5,14,4,0,3,0,0,0,0,0,1937,6,0,0,1,4,0,1,5,3,856,0
1938,1938,0,8,9,4,3,1,0,1,1,2,1,1938,6,0,1,1,4,2,1,5,0,676,0
1939,1939,2,9,14,4,3,3,0,2,1,0,1,1939,6,0,0,1,4,2,1,5,0,1058,1
1940,1940,2,8,10,2,3,3,0,1,2,0,0,1940,6,0,1,0,4,2,1,6,0,766,0
1941,1941,1,3,14,4,3,1,1,1,2,1,0,1941,6,0,0,1,4,1,1,6,3,676,0
1942,1942,0,8,14,4,3,3,0,2,0,0,2,1942,6,0,1,2,4,1,1,6,2,1014,0
1943,1943,1,2,14,4,1,1,0,2,0,2,0,1943,6,0,0,2,4,0,1,6,1,580,1
1944,1944,0,10,14,2,3,3,0,1,1,0,2,1944,6,0,1,1,4,0,1,6,3,1083,0
1945,1945,1,6,10,4,3,3,2,0,0,2,2,1945,6,0,0,0,4,2,1,6,0,580,1
1946,1946,0,2,14,4,3,0,0,0,1,0,0,1946,6,0,1,0,4,1,1,6,2,580,0
1947,1947,1,9,14,3,3,2,0,1,0,0,1,1947,6,0,0,2,4,2,1,6,3,1058,0
1948,1948,0,2,14,1,1,1,0,1,2,0,0,1948,6,0,1,1,4,0,1,6,2,580,0
1949,1949,1,5,11,4,0,0,0,0,1,2,0,1949,6,0,0,1,4,2,1,6,0,580,1
1950,1950,0,10,14,4,0,3,0,0,1,1,1,1950,6,0,1,2,4,1,1,6,0,1083,0
1951,1951,2,6,14,4,3,3,0,1,1,1,0,1951,6,0,0,1,4,0,1,6,3,922,1
1952,1952,1,9,10,4,3,3,0,0,0,0,2,1952,6,0,1,1,4,0,1,6,0,856,0
1953,1953,2,10,14,4,0,1,0,0,1,1,0,1953,6,0,0,0,4,2,1,6,0,1083,0
1954,1954,2,10,14,4,3,1,0,1,0,1,1,1954,6,0,1,1,4,0,1,6,1,1083,0
1955,1955,0,5,14,4,0,3,0,2,1,2,0,1955,6,0,0,2,4,0,1,6,1,856,0
1956,1956,0,3,14,4,3,0,0,1,0,0,2,1956,6,0,1,1,4,1,1,6,0,676,1
1957,1957,2,1,14,1,3,3,0,1,1,0,0,1957,6,0,0,1,4,0,1,6,2,506,1
1958,1958,0,13,14,2,3,3,1,0,2,1,0,1958,6,0,1,1,4,0,1,6,2,1106,0
1959,1959,1,0,8,0,3,3,0,1,1,0,0,1959,6,0,0,1,4,0,1,6,2,85,1
1960,1960,2,13,14,4,3,0,0,2,1,0,0,1960,6,0,1,1,4,2,1,8,0,1106,1
1961,1961,2,9,14,2,3,1,0,0,0,0,2,1961,6,0,0,1,4,0,1,8,0,1058,0
1962,1962,1,3,14,4,0,1,0,0,1,1,0,1962,6,0,1,1,4,0,1,8,3,676,0
1963,1963,0,10,10,4,3,1,1,0,2,1,2,1963,6,0,0,1,4,2,1,8,3,922,0
1964,1964,1,3,14,4,3,1,0,1,1,0,2,1964,6,0,1,0,4,2,1,8,3,676,0
1965,1965,0,6,14,4,0,1,0,2,2,0,2,1965,6,0,0,0,4,2,1,8,2,922,0
1966,1966,0,11,14,4,0,3,0,0,1,0,0,1966,6,0,1,2,4,2,1,8,2,1094,0
1967,1967,0,2,10,0,3,3,0,0,0,2,2,1967,6,0,0,0,4,2,1,8,0,261,1
1968,1968,1,3,9,4,3,0,1,2,0,2,0,1968,6,0,1,1,4,1,1,8,2,261,0
1969,1969,0,14,14,4,3,3,1,1,0,2,2,1969,6,0,0,0,4,0,1,8,1,1107,0
1970,1970,0,13,14,2,3,3,0,0,2,2,0,1970,6,0,1,1,4,0,1,8,3,1106,1
1971,1971,2,3,14,3,1,3,0,1,0,0,0,1971,6,0,0,1,4,2,1,8,0,676,0
1972,1972,0,7,11,4,3,0,0,1,2,0,2,1972,6,0,1,1,4,2,1,8,3,766,0
1973,1973,0,3,14,4,3,3,0,1,2,2,2,1973,6,0,0,1,4,2,1,8,3,676,1
1974,1974,0,14,14,4,0,3,0,0,2,0,0,1974,6,0,1,1,4,0,1,8,0,1107,0
1975,1975,2,3,14,4,3,1,0,1,0,2,1,1975,6,0,0,1,4,0,1,8,2,676,0
1976,1976,2,2,14,4,0,3,1,0,2,0,0,1976,6,0,1,1,4,2,1,8,3,580,0
1977,1977,1,13,10,4,3,1,1,0,2,1,2,1977,6,0,0,1,4,0,1,8,1,1058,1
1978,1978,0,10,14,2,0,3,0,2,2,2,1,1978,6,0,1,0,4,2,1,8,1,1083,0
1979,1979,1,0,10,4,0,3,0,0,2,0,0,1979,6,0,0,1,4,1,1,8,2,145,0
1980,1980,1,8,14,4,0,3,1,0,2,0,0,1980,6,0,1,0,4,0,1,1,0,1014,1
1981,1981,2,3,14,4,3,3,0,0,0,0,0,1981,6,0,0,0,4,1,1,1,3,676,0
1982,1982,0,11,9,4,3,0,0,0,0,2,0,1982,6,0,1,1,4,0,1,1,0,922,0
1983,1983,0,7,14,4,3,0,0,0,2,0,0,1983,6,0,0,1,4,0,1,1,0,970,0
1984,1984,1,6,14,4,3,3,0,1,0,2,2,1984,6,0,1,2,4,2,1,1,2,922,0
1985,1985,1,7,14,4,3,1,2,0,1,1,1,1985,6,0,0,0,4,2,1,1,2,970,0
1986,1986,0,0,14,4,0,3,0,0,2,2,0,1986,6,0,1,1,4,1,1,1,0,419,1
1987,1987,2,14,14,1,3,3,1,0,2,1,0,1987,6,0,0,1,4,0,1,1,1,1107,0
1988,1988,0,11,3,4,0,3,0,2,1,1,2,1988,6,0,1,0,4,1,1,1,3,419,0
1989,1989,1,0,14,4,3,3,0,1,1,1,1,1989,6,0,0,0,4,2,1,1,2,419,0
1990,1990,2,0,14,1,1,3,0,1,1,0,0,1990,6,0,1,0,4,0,1,1,2,419,0
1991,1991,1,7,14,4,0,3,0,0,0,2,0,1991,6,0,0,1,4,0,1,1,1,970,1
1992,1992,2,6,14,1,3,1,0,0,0,0,1,1992,6,0,1,0,4,1,1,1,0,922,0
1993,1993,0,13,14,4,3,1,1,1,0,0,1,1993,6,0,0,0,4,1,1,1,1,1106,1
1994,1994,0,13,3,4,3,3,0,2,2,0,2,1994,6,0,1,1,4,0,1,1,1,580,1
1995,1995,1,1,14,4,3,0,0,0,0,2,0,1995,6,0,0,0,4,0,1,1,3,506,0
1996,1996,0,14,14,2,3,1,0,2,1,2,1,1996,6,0,1,1,4,2,1,1,1,1107,0
1997,1997,0,7,14,3,0,1,0,2,0,0,0,1997,6,0,0,1,4,2,1,1,2,970,0
1998,1998,1,0,9,4,3,3,0,1,1,0,2,1998,6,0,1,1,4,0,1,1,1,107,0
1999,1999,0,1,14,4,0,3,0,2,0,1,2,1999,6,0,0,0,4,1,1,1,3,506,0
2000,2000,2,10,8,2,0,0,1,0,1,2,0,2000,4,2,1,1,0,0,2,2,1,766,1
2001,2001,2,4,9,2,0,0,3,0,2,2,2,2001,4,2,0,1,0,0,2,2,1,320,0
2002,2002,0,4,9,2,0,0,3,0,1,0,0,2002,4,2,1,1,0,1,2,2,2,320,0
2003,2003,2,2,8,2,0,0,3,0,0,2,1,2003,4,2,0,1,0,2,2,2,2,145,0
2004,2004,1,11,3,2,0,0,3,2,2,2,1,2004,4,2,1,0,0,2,2,2,3,419,0
2005,2005,1,13,10,2,0,1,3,0,2,2,2,2005,4,2,0,0,0,0,2,2,0,1058,0
2006,2006,1,14,8,2,0,1,3,0,0,0,1,2006,4,2,1,0,0,2,2,2,1,1014,0
2007,2007,2,13,8,2,0,0,3,0,2,1,1,2007,4,2,0,1,0,0,2,2,2,970,0
2008,2008,0,0,8,2,0,0,3,0,1,1,1,2008,4,2,1,1,0,2,2,2,2,85,0
2009,2009,2,14,8,2,0,0,3,1,0,0,2,2009,4,2,0,0,0,2,2,2,2,1014,0
2010,2010,0,0,8,1,0,0,3,1,2,2,0,2010,4,2,1,1,0,1,2,2,0,85,0
2011,2011,2,0,8,2,0,1,3,0,1,0,1,2011,4,2,0,1,0,2,2,2,0,85,1
2012,2012,1,10,8,2,0,0,3,2,0,1,2,2012,4,2,1,1,0,2,2,2,0,766,0
2013,2013,0,2,8,2,0,0,3,1,2,1,2,2013,4,2,0,1,0,2,2,2,2,145,0
2014,2014,2,9,8,2,0,0,3,1,1,2,0,2014,4,2,1,1,0,0,2,2,2,676,0
2015,2015,0,8,10,1,0,0,3,2,2,1,0,2015,4,2,0,0,0,0,2,2,1,766,0
2016,2016,0,7,10,2,0,0,3,1,0,1,1,2016,4,2,1,1,0,1,2,2,3,676,0
2017,2017,1,9,8,1,0,0,3,1,0,2,1,2017,4,2,0,1,0,1,2,2,1,676,0
2018,2018,2,10,10,2,0,0,3,0,2,2,2,2018,4,2,1,1,0,1,2,2,2,922,0
2019,2019,0,5,8,2,0,0,3,1,1,0,2,2019,4,2,0,2,0,1,2,2,3,320,1
2020,2020,1,8,8,2,0,0,1,1,2,0,0,2020,4,2,1,1,0,1,2,2,1,580,1
2021,2021,2,11,8,2,0,0,3,2,1,0,0,2021,4,2,0,0,0,0,2,2,2,856,1
2022,2022,1,4,8,2,0,0,3,0,0,2,1,2022,4,2,1,1,0,0,2,2,3,261,0
2023,2023,0,0,8,1,0,0,1,1,0,2,2,2023,4,2,0,0,0,1,2,2,3,85,0
2024,2024,2,9,8,2,0,0,3,1,2,2,0,2024,4,2,1,0,0,0,2,2,0,676,0
2025,2025,0,10,8,2,0,0,3,0,2,0,1,2025,4,2,0,1,0,0,2,2,3,766,1
2026,2026,0,10,8,2,0,0,2,2,0,1,2,2026,4,2,1,1,0,1,2,2,3,766,1
2027,2027,1,10,10,2,0,0,3,0,2,2,2,2027,4,2,0,0,0,1,2,2,1,922,0
2028,2028,0,8,8,2,0,0,3,2,2,0,2,2028,4,2,1,1,0,1,2,2,1,580,1
2029,2029,0,5,8,2,0,0,0,0,2,2,2,2029,4,2,0,1,0,0,2,2,3,320,0
2030,2030,2,8,10,1,0,0,3,1,1,1,1,2030,4,2,1,2,0,2,2,2,2,766,0
2031,2031,0,13,6,1,0,0,1,1,0,1,1,2031,4,2,0,1,0,0,2,2,2,856,0
2032,2032,0,4,8,1,0,0,3,0,0,0,0,2032,4,2,1,1,0,2,2,2,2,261,0
2033,2033,2,10,10,2,0,1,2,0,2,2,1,2033,4,2,0,0,0,2,2,2,0,922,0
2034,2034,0,3,10,1,0,1,3,1,0,1,1,2034,4,2,1,1,0,1,2,2,0,320,1
2035,2035,1,9,8,2,0,0,3,0,2,0,0,2035,4,2,0,1,0,1,2,2,2,676,0
2036,2036,0,13,10,2,0,1,1,0,2,1,0,2036,4,2,1,2,0,1,2,2,1,1058,0
2037,2037,0,9,8,2,0,0,3,1,0,1,2,2037,4,2,0,1,0,0,2,2,2,676,0
2038,2038,2,4,8,2,0,0,3,2,1,0,0,2038,4,2,1,1,0,0,2,2,3,261,0
2039,2039,1,10,8,2,0,0,3,1,1,1,2,2039,4,2,0,2,0,2,2,2,1,766,1
2040,2040,0,10,8,2,0,0,2,1,0,0,1,2040,4,2,1,1,0,0,2,2,2,766,1
2041,2041,0,3,8,2,0,0,3,2,1,1,1,2041,4,2,0,0,0,1,2,2,3,202,1
2042,2042,0,10,8,2,0,0,3,1,0,0,0,2042,4,2,1,1,0,1,2,2,0,766,0
2043,2043,1,8,8,3,0,0,0,0,0,2,0,2043,4,2,0,1,0,2,2,2,0,580,0
2044,2044,2,2,8,2,0,0,3,1,2,2,0,2044,4,2,1,1,0,2,2,2,3,145,0
